signal_timestamp,token_name_x,contract_address,total_wallets_involved,wallets_details,signal_id,initial_ath_usd,final_ath_usd,profit_multiplier,performance_status,evaluation_complete,token_name_y,token_symbol
2025-07-13 00:35:03+00:00,roma,Ab3Q4mX42LjDvBZkqg7zn3Y3Dr3jegPJSx68tQi5bonk,3,"[{'type': 'New Wallet', 'id': 8, 'mc_at_buy': 34730.0}, {'type': 'New Wallet', 'id': 44, 'mc_at_buy': 30790.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 20190.0}]",10,0.0,0.0,0.0,PENDING,False,,
2025-07-13 00:37:39+00:00,roma,Ab3Q4mX42LjDvBZkqg7zn3Y3Dr3jegPJSx68tQi5bonk,3,"[{'type': 'New Wallet', 'id': 8, 'mc_at_buy': 29240.0}, {'type': 'New Wallet', 'id': 44, 'mc_at_buy': 30790.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 20190.0}]",11,0.0,0.0,0.0,PENDING,False,,
2025-07-13 00:40:49+00:00,ъеъ,3ytCr1pXrrC2CnQpDe1vyB2Wg3HxcMa78hZC5h3gbonk,2,"[{'type': 'New Wallet', 'id': 17, 'mc_at_buy': 33560.0}, {'type': 'KOL', 'id': 18, 'mc_at_buy': 13000.0}]",12,41600.0,54800.0,1.3173076923076923,SUCCESS,True,Cursed Cat,ЪЕЪ
2025-07-13 00:42:34+00:00,ъеъ,3ytCr1pXrrC2CnQpDe1vyB2Wg3HxcMa78hZC5h3gbonk,2,"[{'type': 'KOL', 'id': 18, 'mc_at_buy': 33480.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 33560.0}]",13,54800.0,54800.0,1.0,FAILURE,True,Cursed Cat,ЪЕЪ
2025-07-13 00:51:31+00:00,Bulka,5TacPUAh38M56vEYazPN71yZ4CPm7tjrzyVT2jTDbonk,2,"[{'type': 'New Wallet', 'id': 13, 'mc_at_buy': 13150.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 9640.0}]",14,15100.0,29200.0,1.9337748344370862,SUCCESS,True,Булька,"<a href="""" onclick='return ShowCashtag(""BULKA"""
2025-07-13 00:53:56+00:00,Bulka,5TacPUAh38M56vEYazPN71yZ4CPm7tjrzyVT2jTDbonk,2,"[{'type': 'New Wallet', 'id': 13, 'mc_at_buy': 15160.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 11460.0}]",15,29200.0,29200.0,1.0,FAILURE,True,Булька,"<a href="""" onclick='return ShowCashtag(""BULKA"""
2025-07-13 00:56:07+00:00,Bulka,5TacPUAh38M56vEYazPN71yZ4CPm7tjrzyVT2jTDbonk,4,"[{'type': 'KOL', 'id': 6, 'mc_at_buy': 19640.0}, {'type': 'New Wallet', 'id': 124, 'mc_at_buy': 19200.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 15160.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 11460.0}]",16,29200.0,29200.0,1.0,FAILURE,True,Булька,"<a href="""" onclick='return ShowCashtag(""BULKA"""
2025-07-13 01:03:48+00:00,Hairline,EJ2ce4K9u8SShiADxVuX9JVwANVPgH9stF7DpFY2bonk,2,"[{'type': 'KOL', 'id': 32, 'mc_at_buy': 12540.0}, {'type': 'KOL', 'id': 27, 'mc_at_buy': 6680.0}]",17,56700.0,68000.0,1.199294532627866,SUCCESS,True,Turkish Hairlines,"<a href="""" onclick='return ShowCashtag(""HAIRLINE"""
2025-07-13 01:05:44+00:00,Yume,ExahzT9121vYK2VbyVus465n3p15aJyjdfsP9dU6bonk,2,"[{'type': 'New Wallet', 'id': 13, 'mc_at_buy': 26460.0}, {'type': 'KOL', 'id': 57, 'mc_at_buy': 18620.0}]",18,37700.0,75100.0,1.9920424403183024,SUCCESS,True,Putin's Dog,"<a href="""" onclick='return ShowCashtag(""YUME"""
2025-07-13 01:09:00+00:00,wPUTIN,Hv1kNRQDSTdDi69RuNvtpaepHBNzvy5rr8Ncx3PWbonk,2,"[{'type': 'New Wallet', 'id': 16, 'mc_at_buy': 25800.0}, {'type': 'New Wallet', 'id': 7, 'mc_at_buy': 20820.0}]",19,32299.999999999996,58100.0,1.7987616099071209,SUCCESS,True,Wide Putin,"<a href="""" onclick='return ShowCashtag(""WPUTIN"""
2025-07-13 01:11:01+00:00,wPUTIN,Hv1kNRQDSTdDi69RuNvtpaepHBNzvy5rr8Ncx3PWbonk,2,"[{'type': 'New Wallet', 'id': 7, 'mc_at_buy': 26140.0}, {'type': 'New Wallet', 'id': 16, 'mc_at_buy': 25800.0}]",20,58100.0,58100.0,1.0,FAILURE,True,Wide Putin,"<a href="""" onclick='return ShowCashtag(""WPUTIN"""
2025-07-13 01:15:33+00:00,BOBER,Gp2mzWabQG9Jsu7CXZxPVR6c5cuSUPVnrBesTNzZbonk,2,"[{'type': 'New Wallet', 'id': 7, 'mc_at_buy': 12360.0}, {'type': 'KOL', 'id': 17, 'mc_at_buy': 4870.0}]",21,30000.0,67600.0,2.2533333333333334,SUCCESS,True,Kurwa Bober,"<a href="""" onclick='return ShowCashtag(""BOBER"""
2025-07-13 01:19:38+00:00,BOBER,Gp2mzWabQG9Jsu7CXZxPVR6c5cuSUPVnrBesTNzZbonk,4,"[{'type': 'New Wallet', 'id': 83, 'mc_at_buy': 22090.0}, {'type': 'New Wallet', 'id': 16, 'mc_at_buy': 13600.0}, {'type': 'New Wallet', 'id': 7, 'mc_at_buy': 12360.0}, {'type': 'KOL', 'id': 17, 'mc_at_buy': 4870.0}]",22,67600.0,67600.0,1.0,FAILURE,True,Kurwa Bober,"<a href="""" onclick='return ShowCashtag(""BOBER"""
2025-07-13 01:24:23+00:00,marty,DWSynLhYF9cvNUXMbSw3SS42XssFpKWrQ5nNqbgpump,2,"[{'type': 'New Wallet', 'id': 53, 'mc_at_buy': 16590.0}, {'type': 'New Wallet', 'id': 37, 'mc_at_buy': 15040.0}]",23,0.0,0.0,0.0,PENDING,False,,
2025-07-13 01:44:17+00:00,окак,6ZnxHsGXx8ivMyG17RxuZYa6yJvDwtzP7c8Bkwzvbonk,2,"[{'type': 'New Wallet', 'id': 59, 'mc_at_buy': 34490.0}, {'type': 'KOL', 'id': 103, 'mc_at_buy': 32910.0}]",24,38400.0,44900.0,1.1692708333333333,SUCCESS,True,окак,ОКАК
2025-07-13 01:56:15+00:00,"Ligma,",CRenUiuPAWHXneGRv2GC71JyqwweWXgqm1NstmZWbonk,2,"[{'type': 'New Wallet', 'id': 58, 'mc_at_buy': 22420.0}, {'type': 'KOL', 'id': 27, 'mc_at_buy': 9670.0}]",25,26800.0,29700.0,1.1082089552238805,SUCCESS,True,"Ligmacoin,","<a href="""" onclick='return ShowCashtag(""LIGMA"""
2025-07-13 02:01:54+00:00,PORKY,CUgoyuvKsdeRG728SaBRniHbysffJmNXdxAx2zjbonk,2,"[{'type': 'New Wallet', 'id': 40, 'mc_at_buy': 16360.0}, {'type': 'New Wallet', 'id': 124, 'mc_at_buy': 5630.0}]",26,22700.0,28500.0,1.2555066079295154,SUCCESS,True,Russia's Original Meme,"<a href="""" onclick='return ShowCashtag(""PORKY"""
2025-07-13 02:03:47+00:00,yoba,HWHJKxxDvm7Gf46wJTg6eiBSP5VBg9ZkpVLvwSJ1bonk,2,"[{'type': 'New Wallet', 'id': 35, 'mc_at_buy': 16890.0}, {'type': 'New Wallet', 'id': 21, 'mc_at_buy': 15080.0}]",27,41700.0,41700.0,1.0,FAILURE,True,йоба,"<a href="""" onclick='return ShowCashtag(""YOBA"""
2025-07-13 02:10:52+00:00,SHILLCOIN,GEuoyMqXcLXNvtaoSrZ9Dui7tZWzvcHZd86iNGVRbonk,2,"[{'type': 'New Wallet', 'id': 40, 'mc_at_buy': 12810.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5610.0}]",28,13600.0,16900.0,1.2426470588235294,SUCCESS,True,SHILL THIS COIN EVERYWHERERE,SHILLCOIN
2025-07-13 02:27:32+00:00,YOBA,AejA4mc89kSQHCYBYJsHAa6VdhHhyVx7ha75Tj1qbonk,2,"[{'type': 'KOL', 'id': 62, 'mc_at_buy': 13970.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5950.0}]",29,19700.0,29800.0,1.5126903553299493,SUCCESS,True,Just a Comfy Guy,"<a href="""" onclick='return ShowCashtag(""YOBA"""
2025-07-13 02:29:40+00:00,BALLS,3vdPfeeqWXVrAFaZXNuKyBuq322eSAVZVXRAzoxkbonk,2,"[{'type': 'New Wallet', 'id': 13, 'mc_at_buy': 16170.000000000002}, {'type': 'New Wallet', 'id': 21, 'mc_at_buy': 12620.0}]",30,15100.0,15100.0,1.0,FAILURE,True,Country Balls,"<a href="""" onclick='return ShowCashtag(""BALLS"""
2025-07-13 02:31:18+00:00,BONK,BUPR3JbBT67BbRKKirsK292oYX5JvMdEpbVgdQn166E,3,"[{'type': 'New Wallet', 'id': 21, 'mc_at_buy': 12600.0}, {'type': 'New Wallet', 'id': 124, 'mc_at_buy': 11510.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 9670.0}]",31,49300.0,49300.0,1.0,FAILURE,True,BONK!,"<a href="""" onclick='return ShowCashtag(""BONK"""
2025-07-13 02:37:06+00:00,GATE,3gy2xMouoB4awZKZeB8Cgwa3Gco2jh5BPmyDBKdWbonk,2,"[{'type': 'KOL', 'id': 77, 'mc_at_buy': 32870.0}, {'type': 'New Wallet', 'id': 102, 'mc_at_buy': 67750.0}]",32,84500.0,84500.0,1.0,FAILURE,True,BonkGate,"<a href="""" onclick='return ShowCashtag(""GATE"""
2025-07-13 02:46:16+00:00,Bertcoin,4A4VPY9RZo2VyqLGXoxwSYgqfz3J3o37ZMJ3Psvdbonk,2,"[{'type': 'New Wallet', 'id': 21, 'mc_at_buy': 13080.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5580.0}]",33,16900.0,16900.0,1.0,FAILURE,True,Bertcoin,"<a href="""" onclick='return ShowCashtag(""BERTCOIN"""
2025-07-13 02:52:14+00:00,pumptard,5x5XGPAKbvN8DQgmpstC71hxDF6i3dgE7dF3xDTfpump,2,"[{'type': 'KOL', 'id': 43, 'mc_at_buy': 12020.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 17660.0}]",34,33600.0,36000.0,1.0714285714285714,SUCCESS,True,pumptard,$PUMPTARD
2025-07-13 03:00:10+00:00,CWB,EVxLp867wXVUFQZuLwGX5LjSCcy3wTQjuvyjFuktbonk,2,"[{'type': 'New Wallet', 'id': 16, 'mc_at_buy': 14380.0}, {'type': 'New Wallet', 'id': 102, 'mc_at_buy': 12900.0}]",35,15500.0,15500.0,1.0,FAILURE,True,Cosmic Weaver Backrooms,"<a href="""" onclick='return ShowCashtag(""CWB"""
2025-07-13 03:03:59+00:00,fibonacci,CjywPFo4eVMYtFibKXGYLzUwrCQgBGQFj5Wiwikpbonk,2,"[{'type': 'New Wallet', 'id': 49, 'mc_at_buy': 17450.0}, {'type': 'New Wallet', 'id': 21, 'mc_at_buy': 18120.0}]",36,25000.0,25000.0,1.0,FAILURE,True,fibonacci coin,FIBONACCI
2025-07-13 03:07:38+00:00,CRASH,9tfiX2sH3pBZoDA5TQRtmrmWHCPjpR6qXH2VBzC2pump,2,"[{'type': 'New Wallet', 'id': 16, 'mc_at_buy': 22580.0}, {'type': 'KOL', 'id': 103, 'mc_at_buy': 12410.0}]",37,29300.0,37500.0,1.2798634812286689,SUCCESS,True,Crash Coin,$CRASH
2025-07-13 03:12:53+00:00,SS,Hj9ZxZ7Y3kxdxTghtCbD7P5gQZ83V8BJnKxRfmWC7yQv,2,"[{'type': 'KOL', 'id': 4, 'mc_at_buy': 12980.0}, {'type': 'New Wallet', 'id': 40, 'mc_at_buy': 9850.0}]",38,16700.0,16700.0,1.0,FAILURE,True,Shabot Salom,$SS
2025-07-13 03:14:38+00:00,nocoiner,5TobdH2rzA9EuxJSXFuN8GQtETq9iyMMDbFxgsFxbonk,3,"[{'type': 'New Wallet', 'id': 21, 'mc_at_buy': 20700.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 21230.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 15620.0}]",39,62400.0,62400.0,1.0,FAILURE,True,nocoiner,"<a href="""" onclick='return ShowCashtag(""NOCOINER"""
2025-07-13 03:29:23+00:00,GOONCOIN,4f3S4Aq9ipSXMxQ5rGm3uLMyRexJRu7mzE7ejYuxbonk,2,"[{'type': 'New Wallet', 'id': 29, 'mc_at_buy': 15310.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 12510.0}]",40,24200.0,24200.0,1.0,FAILURE,True,GoonCoin,"<a href="""" onclick='return ShowCashtag(""GOONCOIN"""
2025-07-13 03:34:25+00:00,solaba,Cn7cEeYnkMrvP5zszxKtNUhcUrwZkkzemqyp6Zc2bonk,2,"[{'type': 'KOL', 'id': 103, 'mc_at_buy': 17350.0}, {'type': 'New Wallet', 'id': 21, 'mc_at_buy': 8490.0}]",41,55200.0,71300.0,1.2916666666666667,SUCCESS,True,solaba,"<a href="""" onclick='return ShowCashtag(""SOLABA"""
2025-07-13 03:41:04+00:00,PUMP,ExxGj5rqbsDDv5jNBifKNgLtheT6mP7h6gq9EV1Qbonk,2,"[{'type': 'New Wallet', 'id': 22, 'mc_at_buy': 20320.0}, {'type': 'New Wallet', 'id': 20, 'mc_at_buy': 33010.0}]",42,40700.0,70900.0,1.742014742014742,SUCCESS,True,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz,"<a href="""" onclick='return ShowCashtag(""PUMP"""
2025-07-13 03:43:09+00:00,PUMP,ExxGj5rqbsDDv5jNBifKNgLtheT6mP7h6gq9EV1Qbonk,5,"[{'type': 'New Wallet', 'id': 132, 'mc_at_buy': 34600.0}, {'type': 'KOL', 'id': 12, 'mc_at_buy': 48800.0}, {'type': 'New Wallet', 'id': 154, 'mc_at_buy': 38130.0}, {'type': 'New Wallet', 'id': 22, 'mc_at_buy': 20320.0}, {'type': 'New Wallet', 'id': 20, 'mc_at_buy': 33010.0}]",43,70900.0,70900.0,1.0,FAILURE,True,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz,"<a href="""" onclick='return ShowCashtag(""PUMP"""
2025-07-13 03:45:38+00:00,DNRI,9wANJE1MxQSch3K3ua2CYdJRAFzGEv6mH12qaJembonk,3,"[{'type': 'New Wallet', 'id': 7, 'mc_at_buy': 12170.0}, {'type': 'New Wallet', 'id': 20, 'mc_at_buy': 6580.0}, {'type': 'New Wallet', 'id': 1, 'mc_at_buy': 5900.0}]",44,16600.0,16600.0,1.0,FAILURE,True,do not redeem it,"<a href="""" onclick='return ShowCashtag(""DNRI"""
2025-07-13 03:48:30+00:00,under,5Es9TEqMgHgiMbTqaQr7tQmXAXoVaXbF2enPmLKX78o2,2,"[{'type': 'New Wallet', 'id': 17, 'mc_at_buy': 14600.0}, {'type': 'New Wallet', 'id': 7, 'mc_at_buy': 15010.0}]",45,20400.0,22300.0,1.0931372549019607,SUCCESS,True,hello i am under the water,"<a href="""" onclick='return ShowCashtag(""UNDER"""
2025-07-13 03:56:10+00:00,AI,4pV4FLVYPbzdeLvZnNsDvzvhndYBgTEPqnTP2Egjbonk,2,"[{'type': 'New Wallet', 'id': 16, 'mc_at_buy': 34320.0}, {'type': 'New Wallet', 'id': 1, 'mc_at_buy': 15540.0}]",46,36300.0,36300.0,1.0,FAILURE,True,Actually Indian,"<a href="""" onclick='return ShowCashtag(""AI"""
2025-07-13 04:06:45+00:00,MilkCoin,5jd1baefcY6yW7HVxWftMFabhybsbmFQXMgTTUngbonk,2,"[{'type': 'KOL', 'id': 103, 'mc_at_buy': 13200.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 12600.0}]",47,26100.0,26100.0,1.0,FAILURE,True,Indian Useless Coin,"<a href="""" onclick='return ShowCashtag(""MILKCOIN"""
2025-07-13 04:17:16+00:00,Solaba,FAapHjRysBzvhYTAK8c1L8PSn341p3yePACSwXUPbonk,2,"[{'type': 'New Wallet', 'id': 17, 'mc_at_buy': 28920.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 13570.0}]",48,39500.0,66200.0,1.6759493670886076,SUCCESS,True,Solaba Mobile,"<a href="""" onclick='return ShowCashtag(""SOLABA"""
2025-07-13 04:20:08+00:00,Solaba,FAapHjRysBzvhYTAK8c1L8PSn341p3yePACSwXUPbonk,3,"[{'type': 'New Wallet', 'id': 24, 'mc_at_buy': 23210.0}, {'type': 'New Wallet', 'id': 35, 'mc_at_buy': 31860.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 28920.0}]",49,66200.0,66200.0,1.0,FAILURE,True,Solaba Mobile,"<a href="""" onclick='return ShowCashtag(""SOLABA"""
2025-07-13 04:38:13+00:00,Solaba,FAapHjRysBzvhYTAK8c1L8PSn341p3yePACSwXUPbonk,2,"[{'type': 'New Wallet', 'id': 14, 'mc_at_buy': 21270.0}, {'type': 'New Wallet', 'id': 29, 'mc_at_buy': 43070.0}]",50,0.0,0.0,0.0,PENDING,False,Solaba Mobile,"<a href="""" onclick='return ShowCashtag(""SOLABA"""
2025-07-13 05:40:40+00:00,waiting,GZRTxh7haiWSm9sWtL94uhVHUJXnPzuTB29j65npbonk,2,"[{'type': 'New Wallet', 'id': 55, 'mc_at_buy': 29890.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 13230.0}]",51,30500.0,109200.0,3.580327868852459,SUCCESS,True,room,"<a href="""" onclick='return ShowCashtag(""WAITING"""
2025-07-13 05:47:57+00:00,albert,Et1KBCECkJ9fkc2Bscm72x4M3TYp1KjvBcGnzsa9bonk,2,"[{'type': 'KOL', 'id': 103, 'mc_at_buy': 16890.0}, {'type': 'New Wallet', 'id': 35, 'mc_at_buy': 15080.0}]",52,46500.0,46500.0,1.0,FAILURE,True,alright bet,"<a href="""" onclick='return ShowCashtag(""ALBERT"""
2025-07-13 06:02:41+00:00,SAN,6kGWC72EzYvzUJ1rctHp2TqTjGqkPC35TNqLSJN1bonk,2,"[{'type': 'New Wallet', 'id': 17, 'mc_at_buy': 27130.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 14480.0}]",53,35100.0,76100.0,2.168091168091168,SUCCESS,True,San Chan,"<a href="""" onclick='return ShowCashtag(""SAN"""
2025-07-13 06:04:15+00:00,SAN,6kGWC72EzYvzUJ1rctHp2TqTjGqkPC35TNqLSJN1bonk,4,"[{'type': 'New Wallet', 'id': 38, 'mc_at_buy': 23520.0}, {'type': 'New Wallet', 'id': 13, 'mc_at_buy': 19330.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 27130.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 14480.0}]",54,76100.0,76100.0,1.0,FAILURE,True,San Chan,"<a href="""" onclick='return ShowCashtag(""SAN"""
2025-07-13 06:08:33+00:00,BEDCOIN,5g1wBj31m4hsZyn2ps8iqzs57T63oapRiedFfXRwbonk,3,"[{'type': 'New Wallet', 'id': 17, 'mc_at_buy': 12580.0}, {'type': 'KOL', 'id': 1, 'mc_at_buy': 9100.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5180.0}]",55,22500.0,35600.0,1.5822222222222222,SUCCESS,True,buy and sleep on it,"<a href="""" onclick='return ShowCashtag(""BEDCOIN"""
2025-07-13 06:13:57+00:00,TOPBLAST,7nPT9nqVNzNfbSTbiEXYisnQyvTANuqiUem7epwCbonk,2,"[{'type': 'New Wallet', 'id': 7, 'mc_at_buy': 20110.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5910.0}]",56,30400.0,30400.0,1.0,FAILURE,True,TOPBLAST,"<a href="""" onclick='return ShowCashtag(""TOPBLAST"""
2025-07-13 06:18:50+00:00,TOPBLAST,7nPT9nqVNzNfbSTbiEXYisnQyvTANuqiUem7epwCbonk,2,"[{'type': 'KOL', 'id': 72, 'mc_at_buy': 25280.0}, {'type': 'New Wallet', 'id': 7, 'mc_at_buy': 20110.0}]",57,30400.0,30400.0,1.0,FAILURE,True,TOPBLAST,"<a href="""" onclick='return ShowCashtag(""TOPBLAST"""
2025-07-13 06:28:33+00:00,hi.,7HvYEVh3kwuQzrEPxUVdpBZzTE68WLWsdhWL9DjFbonk,2,"[{'type': 'KOL', 'id': 62, 'mc_at_buy': 15020.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 6940.0}]",58,25500.0,56900.0,2.231372549019608,SUCCESS,True,holy inu.,"<a href="""" onclick='return ShowCashtag(""HI"""
2025-07-13 06:37:19+00:00,N/A,HFodNTpvBusn3z3rfaAZpx7NALuXUrkJmYhrBGn9bonk,2,"[{'type': 'KOL', 'id': 9, 'mc_at_buy': 31920.0}, {'type': 'New Wallet', 'id': 93, 'mc_at_buy': 23180.0}]",59,360400.0,360400.0,1.0,FAILURE,True,#ReleaseTheFiles,"<a href="""" onclick='return ShowHashtag(""RTF"""
2025-07-13 06:47:54+00:00,BOBDOG,7z1nRpAVxaYNuoY9R1RcCNU7D5SSs3rr9ceraWD5VyLt,2,"[{'type': 'New Wallet', 'id': 56, 'mc_at_buy': 21290.0}, {'type': 'New Wallet', 'id': 124, 'mc_at_buy': 10340.0}]",60,30200.0,56200.0,1.8609271523178808,SUCCESS,True,Little Bob Dog,"<a href="""" onclick='return ShowCashtag(""BOBDOG"""
2025-07-13 07:02:45+00:00,DEFI,3BxVjEoV852mMESoiqVjuqP4B32P7n4K7A1gy7woye2w,2,"[{'type': 'New Wallet', 'id': 102, 'mc_at_buy': 28150.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 5890.0}]",61,43200.0,43200.0,1.0,FAILURE,True,Deleted Files,"<a href="""" onclick='return ShowCashtag(""DEFI"""
2025-07-13 07:07:58+00:00,GROKTRIX,BFZQNKBvF8Am1crtRxhGteYEg4QiCkHoRCBgfhq1bonk,2,"[{'type': 'New Wallet', 'id': 124, 'mc_at_buy': 14250.0}, {'type': 'KOL', 'id': 9, 'mc_at_buy': 12760.0}]",62,21600.0,21600.0,1.0,FAILURE,True,groktrix,"<a href="""" onclick='return ShowCashtag(""GROKTRIX"""
2025-07-13 07:09:29+00:00,NORMIE,AhgQere2S2QhvhDdhZkLYKfasQdGHnNAsMZXV4Ydbonk,2,"[{'type': 'New Wallet', 'id': 56, 'mc_at_buy': 25280.0}, {'type': 'KOL', 'id': 103, 'mc_at_buy': 15750.0}]",63,29500.0,29500.0,1.0,FAILURE,True,just a normie,"<a href="""" onclick='return ShowCashtag(""NORMIE"""
2025-07-13 07:11:18+00:00,Baki,85P4dFp4mDznbmjuYm81DohS6ze2kpwTwk39Zd3Pbonk,2,"[{'type': 'New Wallet', 'id': 35, 'mc_at_buy': 22450.0}, {'type': 'New Wallet', 'id': 17, 'mc_at_buy': 12940.0}]",64,23400.0,48300.0,2.0641025641025643,SUCCESS,True,小熊吧唧 Little Thief bear,"<a href="""" onclick='return ShowCashtag(""BAKI"""
2025-07-13 07:12:52+00:00,BOBDOG,7z1nRpAVxaYNuoY9R1RcCNU7D5SSs3rr9ceraWD5VyLt,2,"[{'type': 'New Wallet', 'id': 13, 'mc_at_buy': 33290.0}, {'type': 'KOL', 'id': 4, 'mc_at_buy': 28340.0}]",65,0.0,0.0,0.0,PENDING,False,Little Bob Dog,"<a href="""" onclick='return ShowCashtag(""BOBDOG"""
